loan_id,customer_id,product,channel,disbursement_date,original_amount,tenure_months,interest_rate,dpd,loan_status,outstanding_principal
L200279,C102234,Education Loan,Digital,2025-02-17,324000.0,48,10.32,2,Delinquent,219812.0
L200280,C104962,Business Loan,Digital,2025-04-07,2235000.0,12,15.29,9,Delinquent,419084.0
L200281,C102173,Auto Loan,DSA,2023-03-04,442000.0,36,11.04,145,NPL,35360.0
L200282,C102144,Home Loan,Digital,2023-05-26,3218000.0,24,11.29,4,Delinquent,336222.0
L200283,C100202,Education Loan,Partner,2023-02-16,746000.0,84,12.41,15,Delinquent,402091.0
L200284,C102304,Business Loan,Partner,2025-07-11,577000.0,84,16.38,7,Delinquent,536817.0
L200285,C104790,Business Loan,Digital,2025-12-10,1233000.0,36,11.62,177,NPL,981723.0
L200286,C104756,Personal Loan,Digital,2024-03-02,333000.0,36,14.26,15,Delinquent,61864.0
L200287,C104818,Personal Loan,Digital,2023-04-01,501000.0,60,19.13,15,Delinquent,158315.0
L200288,C101810,Personal Loan,DSA,2023-01-16,347000.0,48,17.77,117,NPL,65680.0
L200289,C100327,Personal Loan,DSA,2024-06-17,525000.0,48,19.65,7,Delinquent,221445.0
L200290,C101185,Personal Loan,Digital,2025-02-11,799000.0,12,17.95,3,Delinquent,142604.0
L200291,C101057,Business Loan,Branch,2024-02-04,1597000.0,120,16.94,16,Delinquent,1165679.0
L200292,C100390,Personal Loan,Partner,2025-01-06,810000.0,36,12.22,8,Delinquent,318502.0
L200293,C103547,Personal Loan,Branch,2023-07-04,215000.0,36,15.81,12,Delinquent,24234.0
L200294,C102614,Business Loan,Branch,2025-05-20,1918000.0,36,16.74,12,Delinquent,1100637.0
L200295,C103609,Education Loan,Branch,2024-02-01,528000.0,120,10.5,6,Delinquent,369194.0
L200296,C100999,Personal Loan,Branch,2026-04-12,642000.0,120,17.47,6,Delinquent,642000.0
L200297,C103481,Personal Loan,Digital,2025-07-12,694000.0,120,17.4,3,Delinquent,608579.0
L200298,C100325,Business Loan,Branch,2024-07-07,1955000.0,48,11.77,0,Current,820009.0
L200299,C103608,Education Loan,Branch,2026-02-09,898000.0,36,10.15,0,Current,806207.0
L200300,C104066,Auto Loan,Branch,2026-03-13,1306000.0,12,9.41,0,Current,721950.0
L200301,C101269,Home Loan,Branch,2023-08-25,3577000.0,48,8.52,7,Delinquent,644991.0
L200302,C101643,Auto Loan,Partner,2024-11-24,1109000.0,84,9.08,49,Delinquent,921063.0
L200303,C102178,Business Loan,Digital,2025-02-24,1516000.0,60,10.74,12,Delinquent,1031915.0
L200304,C102897,Personal Loan,Branch,2024-03-05,268000.0,120,17.2,12,Delinquent,214268.0
L200305,C102645,Home Loan,Digital,2026-04-14,3243000.0,120,9.51,60,Delinquent,3243000.0
L200306,C100524,Business Loan,Digital,2025-03-24,771000.0,12,15.89,4,Delinquent,61680.0
L200307,C101894,Auto Loan,Digital,2025-07-02,195000.0,36,12.22,11,Delinquent,115423.0
L200308,C102528,Personal Loan,Branch,2023-08-24,304000.0,48,13.68,45,Delinquent,76359.0
L200309,C103069,Business Loan,Digital,2025-12-18,875000.0,60,10.92,53,Delinquent,817709.0
L200310,C103160,Auto Loan,Branch,2026-03-05,1707000.0,36,10.53,6,Delinquent,1524218.0
L200311,C103329,Personal Loan,Branch,2025-12-21,647000.0,60,20.36,3,Delinquent,574866.0
L200312,C102250,Personal Loan,Partner,2024-06-13,408000.0,60,21.61,10,Delinquent,242582.0
L200313,C102513,Personal Loan,Digital,2026-01-26,678000.0,48,13.43,174,NPL,566871.0
L200314,C101688,Education Loan,Branch,2023-01-13,805000.0,12,12.79,8,Delinquent,147017.0
L200315,C101359,Personal Loan,Branch,2023-09-02,788000.0,24,15.88,2,Delinquent,111503.0
L200316,C101555,Business Loan,DSA,2025-02-25,627000.0,24,16.73,9,Delinquent,192204.0
L200317,C102193,Home Loan,Branch,2025-07-16,3470000.0,36,8.68,52,Delinquent,2147877.0
L200318,C100547,Business Loan,Digital,2023-05-25,2435000.0,48,17.84,11,Delinquent,469710.0
L200319,C101094,Education Loan,Branch,2023-12-18,747000.0,36,12.93,10,Delinquent,80963.0
L200320,C100579,Education Loan,Branch,2023-04-17,915000.0,48,9.42,128,NPL,161360.0
L200321,C102044,Business Loan,Digital,2023-05-05,2120000.0,36,15.91,46,Delinquent,289121.0
L200322,C102479,Home Loan,Branch,2023-01-29,3162000.0,60,8.46,1,Delinquent,840729.0
L200323,C100816,Personal Loan,Digital,2026-04-04,719000.0,48,15.42,56,Delinquent,661853.0
L200324,C100695,Personal Loan,Branch,2025-11-25,265000.0,84,13.5,13,Delinquent,215096.0
L200325,C102629,Auto Loan,Partner,2024-12-31,204000.0,12,12.8,133,NPL,41298.0
L200326,C101118,Personal Loan,Digital,2023-02-10,876000.0,84,11.06,5,Delinquent,386935.0
L200327,C104341,Home Loan,Branch,2025-05-26,3005000.0,84,8.15,158,NPL,2398635.0
L200328,C100825,Personal Loan,Branch,2024-10-06,640000.0,84,11.97,1,Delinquent,448998.0
L200329,C102409,Business Loan,DSA,2025-07-20,2002000.0,12,10.56,12,Delinquent,160160.0
L200330,C104013,Personal Loan,DSA,2024-08-10,262000.0,120,19.82,0,Current,220886.0
L200331,C100520,Personal Loan,Digital,2023-01-11,731000.0,60,21.14,4,Delinquent,205904.0
L200332,C102249,Auto Loan,Branch,2025-12-29,1687000.0,60,12.91,22,Delinquent,1490592.0
L200333,C102360,Home Loan,Digital,2025-11-21,2136000.0,12,8.94,115,NPL,839340.0
L200334,C102763,Business Loan,Branch,2025-12-29,2299000.0,84,17.78,55,Delinquent,2030412.0
L200335,C104430,Auto Loan,Branch,2025-03-04,1376000.0,120,11.16,12,Delinquent,1057525.0
L200336,C102915,Business Loan,Branch,2026-01-10,2314000.0,120,13.1,67,Delinquent,2237545.0
L200337,C101886,Personal Loan,DSA,2023-03-27,655000.0,60,11.75,55,Delinquent,230200.0
L200338,C101982,Personal Loan,Digital,2024-04-25,277000.0,48,20.66,6,Delinquent,86157.0
L200339,C103121,Business Loan,Branch,2024-01-20,1912000.0,36,16.25,37,Delinquent,152960.0
L200340,C101493,Personal Loan,Branch,2024-07-22,756000.0,12,14.85,1,Delinquent,135369.0
L200341,C103424,Business Loan,Digital,2023-02-19,1628000.0,36,16.49,97,NPL,231280.0
L200342,C101913,Education Loan,Digital,2025-09-17,1174000.0,84,9.32,0,Current,1074041.0
L200343,C100302,Personal Loan,DSA,2023-12-25,856000.0,120,11.88,11,Delinquent,633252.0
L200344,C102675,Business Loan,Digital,2023-05-25,535000.0,12,16.86,74,Delinquent,87894.0
L200345,C101258,Home Loan,Digital,2023-08-26,1691000.0,24,10.64,10,Delinquent,291795.0
L200346,C101793,Personal Loan,Digital,2023-05-18,530000.0,36,17.34,162,NPL,81931.0
L200347,C101619,Home Loan,Partner,2025-04-03,3471000.0,48,8.92,41,Delinquent,2251850.0
L200348,C100684,Auto Loan,Partner,2026-01-11,554000.0,84,9.96,179,NPL,490006.0
L200349,C101446,Education Loan,Digital,2023-04-11,146000.0,60,10.15,9,Delinquent,55093.0
L200350,C104569,Personal Loan,Digital,2023-02-05,845000.0,24,16.4,59,Delinquent,208535.0
L200351,C101601,Auto Loan,Branch,2025-11-22,1297000.0,12,10.52,12,Delinquent,446330.0
L200352,C103663,Personal Loan,Branch,2024-04-04,258000.0,24,21.21,8,Delinquent,29103.0
L200353,C102044,Personal Loan,Branch,2023-05-25,760000.0,24,20.21,96,NPL,74124.0
L200354,C100332,Auto Loan,DSA,2023-08-22,1673000.0,84,11.91,135,NPL,842907.0
L200355,C104189,Business Loan,Partner,2025-03-22,1079000.0,12,13.59,8,Delinquent,154767.0
L200356,C104529,Auto Loan,DSA,2023-04-11,1015000.0,36,13.72,14,Delinquent,156763.0
L200357,C101179,Education Loan,DSA,2024-04-28,598000.0,84,9.62,36,Delinquent,388716.0
L200358,C100853,Personal Loan,Branch,2026-03-14,330000.0,48,17.13,51,Delinquent,314225.0
L200359,C104654,Auto Loan,Partner,2024-06-01,412000.0,12,11.39,96,NPL,57705.0
L200360,C100489,Personal Loan,Branch,2023-07-19,423000.0,24,15.52,7,Delinquent,62403.0
L200361,C104445,Business Loan,Partner,2025-06-29,1513000.0,24,12.36,14,Delinquent,607421.0
L200362,C100867,Personal Loan,Branch,2024-06-02,490000.0,36,16.28,3,Delinquent,149750.0
L200363,C104334,Personal Loan,Branch,2024-04-22,261000.0,48,21.75,2,Delinquent,105173.0
L200364,C104666,Business Loan,Digital,2023-11-04,1110000.0,84,12.68,21,Delinquent,528079.0
L200365,C101201,Personal Loan,Branch,2025-06-22,155000.0,120,18.45,10,Delinquent,145405.0
L200366,C101107,Auto Loan,Branch,2024-08-12,1766000.0,120,13.35,11,Delinquent,1298131.0
L200367,C100531,Education Loan,Digital,2024-08-03,353000.0,48,12.57,1,Delinquent,152066.0
L200368,C103935,Home Loan,DSA,2025-07-09,3139000.0,48,10.49,22,Delinquent,2068010.0
L200369,C101748,Home Loan,Branch,2024-03-11,5743000.0,36,11.45,12,Delinquent,1229359.0
L200370,C103216,Education Loan,Digital,2025-03-02,552000.0,48,9.44,101,NPL,322567.0
L200371,C103072,Business Loan,Digital,2023-07-26,1499000.0,12,12.07,1,Delinquent,240735.0
L200372,C102592,Personal Loan,Branch,2024-11-17,507000.0,60,14.73,53,Delinquent,326543.0
L200373,C101213,Business Loan,Digital,2024-05-29,700000.0,12,12.17,3,Delinquent,114348.0
L200374,C101828,Home Loan,Digital,2024-09-04,3763000.0,24,10.65,6,Delinquent,845357.0
L200375,C102504,Business Loan,Partner,2024-03-14,2167000.0,84,17.42,17,Delinquent,1556289.0
L200376,C100465,Auto Loan,Digital,2023-06-08,1532000.0,84,9.86,50,Delinquent,829046.0
L200377,C102020,Personal Loan,DSA,2026-01-09,852000.0,36,17.05,12,Delinquent,784616.0
L200378,C103554,Business Loan,Digital,2024-04-28,880000.0,120,11.43,11,Delinquent,664621.0
L200379,C102109,Personal Loan,DSA,2025-06-15,460000.0,48,11.21,13,Delinquent,300939.0
L200380,C101974,Business Loan,DSA,2025-12-22,2590000.0,24,16.68,13,Delinquent,1616353.0
L200381,C104202,Business Loan,Digital,2024-06-16,2330000.0,120,13.24,15,Delinquent,1889348.0
L200382,C102675,Education Loan,Branch,2025-09-11,976000.0,36,8.83,28,Delinquent,624059.0
L200383,C103687,Personal Loan,Partner,2024-06-10,134000.0,36,13.54,41,Delinquent,39639.0
L200384,C100259,Home Loan,Digital,2023-03-19,3113000.0,12,8.47,9,Delinquent,587630.0
L200385,C104641,Personal Loan,Digital,2025-11-24,352000.0,24,15.29,6,Delinquent,233529.0
L200386,C103880,Personal Loan,Digital,2025-10-05,57000.0,12,17.24,8,Delinquent,9627.0
L200387,C104135,Personal Loan,Branch,2024-11-10,525000.0,48,11.51,54,Delinquent,297660.0
L200388,C103462,Auto Loan,Digital,2025-09-20,713000.0,60,9.38,1,Delinquent,573423.0
L200389,C102692,Home Loan,Digital,2025-03-14,5855000.0,48,11.45,24,Delinquent,4134142.0
L200390,C102647,Education Loan,Digital,2025-08-20,803000.0,24,12.22,0,Current,439505.0
L200391,C103123,Personal Loan,Branch,2023-03-10,411000.0,12,15.01,29,Delinquent,42051.0
L200392,C102482,Home Loan,DSA,2025-09-04,3063000.0,24,8.8,6,Delinquent,1298103.0
L200393,C103648,Auto Loan,Digital,2023-09-15,603000.0,120,11.62,7,Delinquent,475901.0
L200394,C101686,Personal Loan,DSA,2026-03-25,834000.0,36,16.03,13,Delinquent,771882.0
L200395,C103848,Auto Loan,Branch,2026-03-05,587000.0,24,11.61,8,Delinquent,493840.0
L200396,C101713,Auto Loan,Digital,2023-03-08,835000.0,60,10.95,49,Delinquent,204819.0
L200397,C102380,Auto Loan,Branch,2025-02-21,1787000.0,48,11.76,12,Delinquent,1043899.0
L200398,C100343,Auto Loan,DSA,2024-04-05,1471000.0,36,10.91,13,Delinquent,363599.0
L200399,C104502,Business Loan,Digital,2023-11-02,2328000.0,36,15.87,1,Delinquent,314095.0
L200400,C103434,Education Loan,Digital,2026-03-08,260000.0,48,10.8,57,Delinquent,231582.0
L200401,C101249,Personal Loan,Partner,2024-04-26,790000.0,120,14.83,5,Delinquent,660132.0
L200402,C100225,Home Loan,Branch,2024-10-25,5754000.0,84,9.37,15,Delinquent,4306285.0
L200403,C104260,Business Loan,Digital,2024-01-12,451000.0,48,13.28,140,NPL,163990.0
L200404,C100008,Personal Loan,DSA,2025-03-29,296000.0,12,17.44,78,Delinquent,58486.0
L200405,C102410,Auto Loan,Digital,2023-10-30,780000.0,60,14.34,6,Delinquent,306300.0
L200406,C100155,Auto Loan,Digital,2024-03-10,879000.0,24,10.65,2,Delinquent,143932.0
L200407,C103468,Personal Loan,Partner,2025-04-26,664000.0,120,21.28,15,Delinquent,643451.0
L200408,C101018,Home Loan,DSA,2023-09-12,2193000.0,48,9.36,15,Delinquent,715672.0
L200409,C102136,Business Loan,Branch,2025-07-30,2317000.0,12,10.56,18,Delinquent,300383.0
L200410,C102851,Personal Loan,Branch,2026-03-20,597000.0,24,14.48,14,Delinquent,491687.0
L200411,C101853,Personal Loan,Partner,2025-04-24,885000.0,36,17.88,49,Delinquent,472654.0
L200412,C103406,Business Loan,Branch,2024-03-09,2376000.0,120,11.88,14,Delinquent,1782421.0
L200413,C102541,Business Loan,Digital,2023-08-06,531000.0,60,11.39,15,Delinquent,195185.0
L200414,C102104,Auto Loan,Partner,2024-11-04,946000.0,12,12.93,8,Delinquent,134806.0
L200415,C101612,Home Loan,DSA,2024-06-09,1774000.0,48,8.79,44,Delinquent,886546.0
L200416,C102044,Personal Loan,Branch,2023-10-20,179000.0,36,14.42,41,Delinquent,19701.0
L200417,C101606,Business Loan,DSA,2024-03-16,1291000.0,84,16.66,15,Delinquent,921587.0
L200418,C102884,Personal Loan,Digital,2026-03-06,540000.0,12,16.2,15,Delinquent,365115.0
L200419,C103823,Business Loan,Partner,2023-07-22,1260000.0,120,16.65,93,NPL,777551.0
L200420,C102985,Business Loan,Digital,2023-11-07,1550000.0,12,14.63,1,Delinquent,244450.0
L200421,C100161,Personal Loan,Digital,2024-02-23,225000.0,48,11.51,22,Delinquent,87691.0
L200422,C104225,Auto Loan,Branch,2026-01-01,1472000.0,12,13.09,15,Delinquent,654452.0
L200423,C103931,Education Loan,Branch,2024-03-06,805000.0,36,11.58,6,Delinquent,155267.0
L200424,C104096,Business Loan,Digital,2023-12-17,660000.0,36,15.7,9,Delinquent,96027.0
L200425,C100250,Auto Loan,DSA,2023-12-23,1133000.0,60,10.34,12,Delinquent,630087.0
L200426,C104118,Personal Loan,Digital,2026-02-10,193000.0,36,15.0,137,NPL,175339.0
L200427,C102336,Auto Loan,Partner,2024-02-29,1721000.0,120,12.16,6,Delinquent,1272650.0
L200428,C104221,Auto Loan,Branch,2024-03-16,662000.0,36,10.01,3,Delinquent,135533.0
L200429,C103908,Auto Loan,Branch,2024-03-13,531000.0,120,12.74,3,Delinquent,418640.0
L200430,C104400,Personal Loan,Digital,2025-11-12,78000.0,36,20.96,7,Delinquent,54161.0
L200431,C100610,Business Loan,Digital,2025-05-02,1638000.0,60,13.19,9,Delinquent,1290185.0
L200432,C102777,Home Loan,Digital,2024-12-20,3995000.0,12,10.19,50,Delinquent,319600.0
L200433,C103643,Personal Loan,Digital,2023-09-13,501000.0,36,16.5,15,Delinquent,97504.0
L200434,C102976,Personal Loan,Branch,2023-05-17,287000.0,60,15.17,45,Delinquent,94319.0
L200435,C104059,Personal Loan,DSA,2023-04-16,224000.0,36,12.43,10,Delinquent,22049.0
L200436,C103637,Home Loan,Partner,2023-12-21,5102000.0,36,9.81,5,Delinquent,840915.0
L200437,C100179,Personal Loan,DSA,2025-08-07,309000.0,48,12.04,49,Delinquent,234863.0
L200438,C100996,Home Loan,DSA,2025-07-02,2074000.0,48,9.17,8,Delinquent,1313101.0
L200439,C103173,Personal Loan,Digital,2025-07-27,835000.0,48,18.81,12,Delinquent,543898.0
L200440,C101803,Personal Loan,DSA,2025-03-12,240000.0,84,21.13,4,Delinquent,189489.0
L200441,C101784,Personal Loan,DSA,2024-09-10,355000.0,48,21.97,166,NPL,151543.0
L200442,C104564,Personal Loan,Branch,2024-03-03,555000.0,120,16.43,9,Delinquent,404815.0
L200443,C100448,Home Loan,Digital,2025-05-22,5006000.0,24,8.26,56,Delinquent,2182516.0
L200444,C102614,Home Loan,Partner,2023-08-23,1987000.0,120,9.0,15,Delinquent,1438592.0
L200445,C101558,Auto Loan,Partner,2023-03-24,1742000.0,36,14.01,45,Delinquent,214013.0
L200446,C100259,Home Loan,DSA,2025-09-21,5695000.0,36,8.42,7,Delinquent,3920359.0
L200447,C101875,Auto Loan,Branch,2024-07-23,1005000.0,84,10.1,6,Delinquent,733842.0
L200448,C102028,Personal Loan,DSA,2025-01-16,550000.0,24,11.32,13,Delinquent,103061.0
L200449,C102274,Home Loan,Branch,2026-02-22,2008000.0,120,9.0,42,Delinquent,1741902.0
L200450,C100804,Personal Loan,Branch,2025-03-29,214000.0,48,20.49,13,Delinquent,134025.0
L200451,C103641,Home Loan,Digital,2025-07-06,3341000.0,60,8.97,14,Delinquent,2684684.0
L200452,C101782,Auto Loan,Digital,2024-07-28,1511000.0,120,10.72,60,Delinquent,1098961.0
L200453,C102868,Business Loan,Digital,2024-01-18,2451000.0,48,11.13,12,Delinquent,993813.0
L200454,C102725,Auto Loan,Digital,2024-02-25,247000.0,84,11.46,49,Delinquent,150941.0
L200455,C102823,Personal Loan,DSA,2025-12-17,315000.0,24,11.47,8,Delinquent,247472.0
L200456,C102526,Personal Loan,Branch,2024-04-03,576000.0,48,15.12,4,Delinquent,223105.0
L200457,C101506,Education Loan,Branch,2026-01-25,305000.0,24,12.11,12,Delinquent,244484.0
L200458,C102453,Personal Loan,DSA,2023-02-07,254000.0,84,11.16,7,Delinquent,126052.0
L200459,C102652,Personal Loan,Partner,2023-12-18,226000.0,120,14.87,0,Current,149124.0
L200460,C100092,Personal Loan,Partner,2026-02-06,468000.0,24,12.31,9,Delinquent,358781.0
L200461,C103620,Education Loan,Branch,2024-11-26,191000.0,120,8.61,12,Delinquent,145363.0
L200462,C102226,Business Loan,Digital,2024-03-15,945000.0,12,16.83,113,NPL,75600.0
L200463,C101464,Personal Loan,DSA,2023-07-30,575000.0,84,15.8,150,NPL,347132.0
L200464,C100145,Personal Loan,Branch,2024-08-02,721000.0,120,13.06,177,NPL,588137.0
L200465,C101524,Business Loan,Digital,2026-02-22,1205000.0,84,10.56,117,NPL,1087706.0
L200466,C102025,Personal Loan,Digital,2024-03-04,800000.0,120,20.19,11,Delinquent,598693.0
L200467,C104184,Personal Loan,Digital,2024-08-01,495000.0,120,13.95,97,NPL,386414.0
L200468,C103235,Home Loan,Branch,2024-03-02,2188000.0,84,9.07,13,Delinquent,1352649.0
L200469,C102092,Home Loan,Branch,2025-10-29,5839000.0,24,8.39,4,Delinquent,3425168.0
L200470,C100630,Personal Loan,Branch,2025-04-02,491000.0,36,16.03,11,Delinquent,266021.0
L200471,C101374,Auto Loan,Digital,2025-01-10,1785000.0,24,13.26,56,Delinquent,350978.0
L200472,C104584,Auto Loan,Branch,2025-03-15,1222000.0,12,12.14,7,Delinquent,165337.0
L200473,C100640,Auto Loan,Digital,2024-05-09,366000.0,48,10.34,1,Delinquent,162920.0
L200474,C103153,Personal Loan,Digital,2025-08-30,845000.0,12,14.3,4,Delinquent,176244.0
L200475,C102586,Personal Loan,Branch,2025-01-06,209000.0,24,11.2,2,Delinquent,56743.0
L200476,C101088,Business Loan,Branch,2023-03-28,2417000.0,12,16.02,2,Delinquent,450623.0
L200477,C104368,Personal Loan,Branch,2024-03-24,811000.0,84,12.56,9,Delinquent,556645.0
L200478,C101971,Home Loan,Partner,2025-11-14,4465000.0,36,9.39,15,Delinquent,3281789.0
L200479,C103306,Personal Loan,Branch,2023-11-02,642000.0,84,14.25,54,Delinquent,355070.0
L200480,C100485,Personal Loan,Digital,2026-02-22,136000.0,24,12.55,72,Delinquent,104698.0
L200481,C104829,Home Loan,Digital,2025-09-04,5535000.0,60,10.94,26,Delinquent,4586106.0
L200482,C100111,Personal Loan,Branch,2026-04-01,611000.0,24,19.09,6,Delinquent,489180.0
L200483,C101552,Auto Loan,Partner,2025-08-15,1785000.0,60,13.29,9,Delinquent,1298104.0
L200484,C104580,Personal Loan,Digital,2023-06-04,610000.0,120,18.78,13,Delinquent,450857.0
L200485,C103190,Business Loan,Digital,2023-08-18,2100000.0,36,14.22,56,Delinquent,298414.0
L200486,C103376,Auto Loan,Branch,2024-08-07,489000.0,24,9.08,15,Delinquent,100557.0
L200487,C101573,Personal Loan,Branch,2024-03-05,152000.0,24,21.92,14,Delinquent,21751.0
L200488,C103899,Business Loan,Branch,2026-01-31,2977000.0,12,12.84,3,Delinquent,1617235.0
L200489,C104658,Education Loan,Digital,2025-10-15,940000.0,84,10.84,14,Delinquent,853190.0
L200490,C103111,Personal Loan,Partner,2025-06-29,838000.0,36,12.81,5,Delinquent,574751.0
L200491,C101092,Auto Loan,Digital,2026-02-03,1099000.0,48,10.11,8,Delinquent,1000717.0
L200492,C104534,Auto Loan,Branch,2023-03-14,163000.0,84,14.82,158,NPL,81805.0
L200493,C100022,Auto Loan,Branch,2025-04-22,258000.0,48,9.94,14,Delinquent,174435.0
L200494,C104480,Personal Loan,Digital,2025-11-10,539000.0,48,19.59,15,Delinquent,486487.0
L200495,C100048,Personal Loan,Branch,2026-03-16,297000.0,12,13.98,64,Delinquent,178995.0
L200496,C100291,Personal Loan,Digital,2025-10-03,128000.0,60,17.93,11,Delinquent,109358.0
L200497,C100211,Personal Loan,Partner,2025-08-28,192000.0,36,18.63,151,NPL,136902.0
L200498,C100948,Personal Loan,Digital,2025-07-25,585000.0,60,18.57,46,Delinquent,484192.0
L200499,C103637,Business Loan,Branch,2023-06-03,765000.0,12,14.81,9,Delinquent,107382.0
L200500,C101979,Personal Loan,Branch,2024-05-09,164000.0,24,19.69,33,Delinquent,33095.0
L200501,C100396,Home Loan,Digital,2025-11-16,1829000.0,120,8.12,81,Delinquent,1702748.0
L200502,C101706,Personal Loan,Branch,2025-01-28,542000.0,84,11.45,19,Delinquent,377254.0
L200503,C104989,Home Loan,Partner,2023-11-09,5265000.0,60,8.87,3,Delinquent,2372071.0
L200504,C102628,Business Loan,Digital,2025-05-09,2045000.0,12,16.18,154,NPL,342973.0
L200505,C103646,Business Loan,Digital,2023-02-01,2145000.0,60,13.67,9,Delinquent,589707.0
L200506,C101333,Home Loan,DSA,2024-04-20,4318000.0,60,9.3,0,Current,2323806.0
L200507,C102605,Home Loan,Branch,2025-06-24,5603000.0,84,10.71,0,Current,4742929.0
L200508,C103988,Personal Loan,Branch,2025-07-29,230000.0,120,15.76,2,Delinquent,219157.0
L200509,C103373,Education Loan,Digital,2024-09-03,955000.0,84,12.16,5,Delinquent,710983.0
L200510,C100038,Personal Loan,Branch,2023-11-24,320000.0,12,21.92,90,NPL,73686.0
L200511,C103036,Personal Loan,Branch,2024-08-18,649000.0,36,21.29,7,Delinquent,190760.0
L200512,C103958,Home Loan,Partner,2023-08-09,5686000.0,12,9.71,28,Delinquent,662317.0
L200513,C100676,Personal Loan,DSA,2026-01-28,115000.0,24,14.29,8,Delinquent,89180.0
L200514,C101967,Personal Loan,Branch,2025-10-27,745000.0,120,19.5,37,Delinquent,711900.0
L200515,C103225,Education Loan,Partner,2025-05-16,765000.0,36,10.14,12,Delinquent,488370.0
L200516,C100026,Personal Loan,Branch,2024-02-12,567000.0,120,12.98,5,Delinquent,416006.0
L200517,C103554,Personal Loan,DSA,2023-06-22,312000.0,120,19.04,8,Delinquent,200837.0
L200518,C104236,Personal Loan,Digital,2023-03-10,410000.0,48,20.17,48,Delinquent,55121.0
